Racquet Name,Racquet Type,URL,Head Size:,Length:,Strung Weight:,Balance:,Swingweight:,Stiffness:,Beam Width:,Composition:,Power Level:,Stroke Style:,Swing Speed:,Racquet Colors:,Grip Type:,String Pattern:,String Tension:,Price,Rating
Babolat Pure Aero Rafa,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Aero_Rafa/descpageRCBAB-PARRA.html,100 in / 645.16 cm,27in / 68.58cm,10.7oz / 303g,13.38in / 33.99cm / 1 pts HL,323.0,69,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Pink/Yellow/Black,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,299.0,5.0
Babolat Pure Aero Team 2023,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Aero_Team_2023/descpageRCBAB-BAROTM.html,100 in / 645.16 cm,27in / 68.58cm,10.6oz / 301g,12.85in / 32.64cm / 5 pts HL,302.0,67,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,239.0,5.0
Babolat Pure Aero Rafa,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Aero_Rafa/descpageRCBAB-BPARR.html,100 in / 645.16 cm,27in / 68.58cm,11.2oz / 318g,12.99in / 32.99cm / 4 pts HL,324.0,67,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black/Purple,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,169.0,4.9
Babolat Pure Aero Rafa Team,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Aero_Rafa_Team/descpageRCBAB-BPARTR.html,100 in / 645.16 cm,27in / 68.58cm,10.6oz / 301g,12.99in / 32.99cm / 4 pts HL,307.0,69,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black/Purple,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,169.0,5.0
Babolat Pure Aero Team,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Aero_Team/descpageRCBAB-BPART.html,100 in² / 645.16 cm²,27in / 68.58cm,10.6oz / 301g,12.99in / 32.99cm / 4 pts HL,307.0,69,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,139.0,4.5
Babolat Pure Aero Tour,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Aero_Tour/descpageRCBAB-BPATRR.html,100 in² / 645.16 cm²,27in / 68.58cm,11.8oz / 335g,12.7in / 32.26cm / 6 pts HL,327.0,68,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,169.0,4.6
Babolat Pure Aero Plus,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Aero_Plus/descpageRCBAB-BPAPR.html,100 in² / 645.16 cm²,27.5in / 69.85cm,11.3oz / 320g,12.99in / 32.99cm / 6 pts HL,330.0,68,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Black,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,169.0,5.0
Babolat Pure Drive,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Drive/descpageRCBAB-BRPDR.html,100 in² / 645.16 cm²,27in / 68.58cm,11.2oz / 318g,12.99in / 32.99cm / 4 pts HL,320.0,71,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,249.0,4.7
Babolat Pure Drive Plus,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Drive_Plus/descpageRCBAB-BRPDP.html,100 in / 645.16 cm,27.5in / 69.85cm,11.2oz / 318g,12.99in / 32.99cm / 6 pts HL,324.0,69,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,249.0,4.0
Babolat Pure Drive Team,Spin Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Drive_Team/descpageRCBAB-BRPTE.html,100 in / 645.16 cm,27in / 68.58cm,10.6oz / 301g,12.85in / 32.64cm / 5 pts HL,313.0,69,23mm / 26mm / 23mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,229.0,5.0
Head Extreme Tour,Spin Racquets,https://www.tennis-warehouse.com/Head_Extreme_Tour/descpageRCHEAD-HRET22.html,98 in / 632.26 cm,27in / 68.58cm,11.3oz / 320g,12.79in / 32.49cm / 6 pts HL,317.0,63,22mm / 23mm / 21mm,Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Hydrosorb Pro,"16 Mains / 19 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",48-57 pounds,269.0,5.0
Head Extreme MP,Spin Racquets,https://www.tennis-warehouse.com/Head_Extreme_MP/descpageRCHEAD-HREM22.html,100 in / 645.16 cm,27in / 68.58cm,11.2oz / 318g,12.99in / 32.99cm / 4 pts HL,322.0,66,23mm / 26mm / 21mm,Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Sage Green,Hydrosorb Pro,"16 Mains / 19 CrossesMains skip: 8T,7H,9HTwo PiecesNo Shared Holes",52-62 pounds,259.0,5.0
Head Extreme Team,Spin Racquets,https://www.tennis-warehouse.com/Head_Extreme_Team/descpageRCHEAD-HRETE2.html,100 in / 645.16 cm,27in / 68.58cm,10.2oz / 289g,13.26in / 33.68cm / 2 pts HL,302.0,61,23mm / 26mm / 21mm,Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Green,Head Hydrosorb Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",52-62 pounds,239.0,5.0
Head Extreme Team L,Spin Racquets,https://www.tennis-warehouse.com/Head_Extreme_Team_L/descpageRCHEAD-HRETL2.html,105 in / 677.42 cm,27in / 68.58cm,9.9oz / 281g,13.77in / 34.98cm / 2 pts HH,309.0,65,23mm / 26mm / 22mm,Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,Yellow/Sage Green,Hydrosorb Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",52-62 pounds,229.0,5.0
Head Instinct MP,Spin Racquets,https://www.tennis-warehouse.com/Head_Instinct_MP/descpageRCHEAD-INSTMP.html,100 in / 645.16 cm,27in / 68.58cm,11.2oz / 318g,12.99in / 32.99cm / 4 pts HL,313.0,64,23mm / 26mm / 23mm,Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Head Hydrosorb Pro,"16 Mains / 19 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",48-57 pounds,169.0,4.6
Head Instinct Team L,Spin Racquets,https://www.tennis-warehouse.com/Head_Instinct_Team_L/descpageRCHEAD-INSTTL.html,107 in / 690.32 cm,27.2in / 69.09cm,10oz / 283g,13.77in / 34.98cm / 1 pts HH,301.0,63,23mm / 26mm / 23mm,Graphene 360+/Graphite,Medium,Medium,Medium,Blue,Head Hydrosorb Pro,"16 Mains / 19 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",48-57 pounds,149.0,4.7
Wilson Roland Garros Blade 98 16x19 v8,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Roland_Garros_Blade_98_16x19_v8/descpageRCWILSON-16BRGR.html,98 in / 632.26 cm,27in / 68.58cm,11.3oz / 320g,12.85in / 32.64cm / 5 pts HL,317.0,61,21mm / 21mm / 21mm,Braided Graphite,Low-Medium,Medium-Full,Medium-Fast,French Open Cosmetic!!,Wilson Pro Performance,"16 Mains / 19 CrossesMains skip: 8T,8HOne PieceNo Shared Holes",50-60 pounds,249.0,4.7
Wilson Clash 100 v2,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Clash_100_v2/descpageRCWILSON-WC100V.html,100 in / 645.16 cm,27in / 68.58cm,11oz / 312g,12.59in / 31.98cm / 7 pts HL,313.0,57,24.5mm / 24.5mm / 24.5mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Wilson Pro Performance,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-60 pounds,269.0,5.0
Wilson Clash 100S,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Clash_100S/descpageRCWILSON-WC100S.html,100 in / 645.16 cm,27in / 68.58cm,10.9oz / 309g,12.59in / 31.98cm / 7 pts HL,317.0,54,24.5mm / 24.5mm / 24.5mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Gray/Red,Wilson Pro Performance,"18 Mains / 16 CrossesMains skip: 8T,10T,8H,10HOne PieceNo Shared Holes",50-60 pounds,149.0,5.0
Wilson Blade 98 16x19 v8,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Blade_98_16x19_v8/descpageRCWILSON-16BV8R.html,98 in / 632.26 cm,27in / 68.58cm,11.3oz / 320g,12.85in / 32.64cm / 5 pts HL,317.0,61,21mm / 21mm / 21mm,Braided Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Wilson Pro Performance,"16 Mains / 19 CrossesMains skip: 8T,8HOne PieceNo Shared Holes",50-60 pounds,249.0,4.7
Wilson Burn 100 v5,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Burn_100_v5/descpageRCWILSON-BRN1V5.html,100 in² / 645.16 cm²,27in / 68.58cm,11.2oz / 318g,13in / 33.02cm / 4 pts HL,320.0,72,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesShared: 10T",50-60 pounds,179.0,4.7
Wilson Burn 100LS v5,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Burn_100LS_v5/descpageRCWILSON-BRNLS5.html,100 in / 645.16 cm,27in / 68.58cm,10.5oz / 298g,13.12in / 33.32cm / 3 pts HL,313.0,72,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"18 Mains / 16 CrossesMains skip: 9T,8H,10HTwo PiecesShared: 7T,8T",50-60 pounds,159.0,5.0
Wilson Burn 100S v5,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Burn_100S_v5/descpageRCWILSON-BRNSV5.html,100 in / 645.16 cm,27in / 68.58cm,11.3oz / 320g,13.35in / 33.91cm / 1 pts HL,325.0,73,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"18 Mains / 16 CrossesMains skip: 9T,8H,10HTwo PiecesShared: 7T,8T",50-60 pounds,179.0,5.0
Wilson Burn 100ULS v5,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Burn_100ULS_v5/descpageRCWILSON-BRULS5.html,100 in / 645.16 cm,27in / 68.58cm,9.7oz / 275g,13.37in / 33.96cm / 1 pts HL,301.0,67,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"18 Mains / 16 CrossesMains skip: 9T,8H,10HTwo PiecesShared: 7T,8T",50-60 pounds,159.0,5.0
Wilson Ultra 100 v4,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Ultra_100_v4/descpageRCWILSON-WU10V4.html,100 in / 645.16 cm,27in / 68.58cm,11.2oz / 318g,13in / 33.02cm / 4 pts HL,317.0,70,24mm / 26.5mm / 25mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Wilson Pro Performance,"16 Mains / 19 CrossesMains skip: 8T, 8HTwo PiecesNo Shared Holes",50-60 pounds,249.0,5.0
Wilson Ultra 100L v4,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Ultra_100L_v4/descpageRCWILSON-WU1LV4.html,100 in / 645.16 cm,27in / 68.58cm,10.4oz / 295g,13in / 33.02cm / 4 pts HL,299.0,64,24mm / 26.5mm / 24.2mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue/Purple,Wilson Pro Performance,"16 Mains / 19 CrossesMains skip: 8T, 8HTwo PiecesNo Shared Holes",50-60 pounds,229.0,5.0
Wilson Burn 100 v4,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Burn_100_v4/descpageRCWILSON-BURN1R.html,100 in² / 645.16 cm²,27in / 68.58cm,11.2oz / 318g,13.1in / 33.27cm / 3 pts HL,328.0,71,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/ Orange,Wilson Pro Performance,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesShared: 10T",50-60 pounds,129.0,3.5
Wilson Burn 100S v4,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Burn_100S_v4/descpageRCWILSON-BURNSR.html,100 in² / 645.16 cm²,27in / 68.58cm,11.2oz / 318g,13.1in / 33.27cm / 3 pts HL,326.0,72,23.5mm / 25mm / 23.5mm,Graphite/Countervail,Low-Medium,Medium-Full,Medium-Fast,Black/Orange,Wilson Pro Performance,"18 Mains / 16 CrossesMains skip: 9T,8H,10HTwo PiecesShared: 7T,8T",50-60 pounds,129.0,5.0
Wilson Ultra 100 v2,Spin Racquets,https://www.tennis-warehouse.com/Wilson_Ultra_100_v2/descpageRCWILSON-U100V2.html,100 in / 645.16 cm,27in / 68.58cm,11.2oz / 318g,12.99in / 32.99cm / 4 pts HL,314.0,74,23mm / 26.5mm / 22.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Wilson Sublime,"16 Mains / 19 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",50-60 pounds,179.0,4.7
Prince Twistpower X100 Tour,Spin Racquets,https://www.tennis-warehouse.com/Prince_Twistpower_X100_Tour/descpageRCLEADER-PTWTR.html,100 in / 645.16 cm,27in / 68.58cm,11.2oz / 318g,13in / 33.02cm / 4 pts HL,324.0,66,24.5mm / 24.5mm / 20mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Prince ResitTex Pro,"16 Mains / 18 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",45-55 pounds,199.0,4.8
Prince Ripstick 100 280g,Spin Racquets,https://www.tennis-warehouse.com/Prince_Ripstick_100_280g/descpageRCTWABG-PRIPSL.html,100 in / 645.16 cm,27in / 68.58cm,10.4oz / 295g,13.7in / 34.8cm / 2 pts HH,319.0,63,27mm / 25.5mm / 22mm,TexTreme/Twaron/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/White/Red/Yellow,Prince ResiTex Pro,"16 Mains / 18 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",50-60 pounds,199.0,5.0
Prince Ripstick 100 300g,Spin Racquets,https://www.tennis-warehouse.com/Prince_Ripstick_100_300g/descpageRCLEADER-PRIPS.html,100 in / 645.16 cm,27in / 68.58cm,11.2oz / 318g,13in / 33.02cm / 4 pts HL,325.0,64,27mm / 25.5mm / 22mm,TexTreme/Twaron/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/White/Red/Yellow,Prince ResiTex Pro,"16 Mains / 18 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",50-60 pounds,199.0,5.0
Prince Twistpower X100,Spin Racquets,https://www.tennis-warehouse.com/Prince_Twistpower_X100/descpageRCTWABG-PTWIST.html,100 in² / 645.16 cm²,27in / 68.58cm,10.8oz / 306g,13in / 33.02cm / 4 pts HL,314.0,66,24.5mm / 24.5mm / 20mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Prince Synthetic,"16 Mains / 18 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",45-55 pounds,199.0,5.0
Prince Classic Graphite 107,Spin Racquets,https://www.tennis-warehouse.com/Prince_Classic_Graphite_107/descpageRCTWABG-CG107.html,107 sq. in. / 690.32 sq. cm.,27in / 68.58cm,12.2oz / 345.86g,12.7in / 32.26cm / 6 pts HL,336.0,65,19mm / 19mm / 19mm /,100% Graphite!,Low-Medium,Medium-Full,Medium-Fast,Black w/Green Stripe,Prince Leather,16 Mains / 19 CrossesMains skip: 8T 8HTwo PiecesNo Shared Holes,57-67 pounds,139.0,5.0
Prince Textreme Warrior 100,Spin Racquets,https://www.tennis-warehouse.com/Prince_Textreme_Warrior_100/descpageRCTWABG-W100.html,100 sq. in. / 645.16 sq. cm.,27in / 68.58cm,11.14oz / 315.81g,12.7in / 32.26cm / 6 pts HL,320.0,66,24mm / 25.5mm / 22.5mm /,Graphite/Textreme,Low-Medium,Medium-Full,Medium-Fast,Black w/Silver & White,Prince ResiPro,"16 Mains / 18 CrossesMains skip: 7T,9T,8HTwo PieceNo Shared Holes",50-60 pounds,99.0,4.4
Yonex VCORE 95 2023,Spin Racquets,https://www.tennis-warehouse.com/Yonex_VCORE_95_2023/descpageRCYONEX-YVC95.html,95 in / 612.9 cm,27in / 68.58cm,11.5oz / 326g,12.59in / 31.98cm / 7 pts HL,321.0,61,22mm / 22mm / 21mm,2G-Namd FlexForce/H.M. Graphite,Low,Full,Fast,Red,Yonex Synthetic,"16 Mains / 20 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",45-60 pounds,259.0,4.6
Yonex VCORE 98 2023,Spin Racquets,https://www.tennis-warehouse.com/Yonex_VCORE_98_2023/descpageRCYONEX-YVC98.html,98 in / 632.26 cm,27in / 68.58cm,11.4oz / 323g,12.79in / 32.49cm / 6 pts HL,318.0,62,23mm / 23mm / 21mm,2G-Namd FlexForce/H.M. Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Yonex Synthetic,"16 Mains / 19 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",45-60 pounds,259.0,4.9
Yonex VCORE 100 2023,Spin Racquets,https://www.tennis-warehouse.com/Yonex_VCORE_100_2023/descpageRCYONEX-VCR100.html,100 in / 645.16 cm,27in / 68.58cm,11.3oz / 320g,13in / 33.02cm / 4 pts HL,322.0,65,25.3mm / 25.3mm / 22mm,2G-Namd FlexForce/H.M. Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Yonex Synthetic,"16 Mains / 19 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",45-60 pounds,259.0,5.0
Yonex VCORE 100L 2023,Spin Racquets,https://www.tennis-warehouse.com/Yonex_VCORE_100L_2023/descpageRCYONEX-YVC280.html,100 in / 645.16 cm,27in / 68.58cm,10.5oz / 298g,13.38in / 33.99cm / 1 pts HL,312.0,66,25.3mm / 25.3mm / 22mm,2G-Namd FlexForce/H.M. Graphite,Low-Medium,Medium-Full,Medium-Fast,Red,Yonex Synthetic,"16 Mains / 19 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",45-60 pounds,259.0,5.0
Yonex VCORE 98,Spin Racquets,https://www.tennis-warehouse.com/Yonex_VCORE_98/descpageRCYONEX-YVCR98.html,98 in / 632.26 cm,27in / 68.58cm,11.4oz / 323g,12.79in / 32.49cm / 6 pts HL,321.0,66,22.5mm / 23mm / 21mm,HM Graphite/2G-Namd,Low-Medium,Medium-Full,Medium-Fast,Red,Yonex Synthetic,"16 Mains / 19 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",45-60 pounds,159.0,5.0
Yonex VCORE 100,Spin Racquets,https://www.tennis-warehouse.com/Yonex_VCORE_100/descpageRCYONEX-YVC100.html,100 in / 645.16 cm,27in / 68.58cm,11.3oz / 320g,13in / 33.02cm / 4 pts HL,324.0,66,24mm / 25mm / 22mm,HM Graphite/2G-Namd,Low-Medium,Medium-Full,Medium-Fast,Red,Yonex Synthetic,"16 Mains / 19 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",45-60 pounds,159.0,4.9
Yonex VCORE 95,Spin Racquets,https://www.tennis-warehouse.com/Yonex_VCORE_95/descpageRCYONEX-YVCR95.html,95 in / 612.9 cm,27in / 68.58cm,11.5oz / 326g,12.59in / 31.98cm / 7 pts HL,316.0,64,21.5mm / 22mm / 21mm,H.M. Graphite/2G-Namd,Low,Full,Fast,Red,Yonex Synthetic,"16 Mains / 20 CrossesMains skip: 8T,8HTwo PiecesNo Shared Holes",45-60 pounds,139.0,5.0
Solinco Blackout 300 XTD,Spin Racquets,https://www.tennis-warehouse.com/Solinco_Blackout_300_XTD/descpageRCSOLINCO-BLKOXT.html,100 in / 645.16 cm,27.5in / 69.85cm,11.3oz / 320g,12.8in / 32.51cm / 8 pts HL,328.0,70,23.5mm / 26mm / 23mm,40T Carbon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Solinco Synthetic,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-60 pounds,219.99,5.0
Solinco Blackout 285,Spin Racquets,https://www.tennis-warehouse.com/Solinco_Blackout_285/descpageRCSOLINCO-BLKO28.html,100 in / 645.16 cm,27in / 68.58cm,10.6oz / 301g,13.38in / 33.99cm / 1 pts HL,315.0,70,23.5mm / 26mm / 23mm,40T Carbon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Solinco Synthetic,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-60 pounds,219.99,4.3
Solinco Blackout 300,Spin Racquets,https://www.tennis-warehouse.com/Solinco_Blackout_300/descpageRCSOLINCO-BLKO30.html,100 in / 645.16 cm,27in / 68.58cm,11.3oz / 320g,12.8in / 32.51cm / 6 pts HL,316.0,71,23.5mm / 26mm / 23mm,40T Carbon/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Solinco Synthetic,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-60 pounds,219.99,3.7
Tecnifibre TF-X1 275,Spin Racquets,https://www.tennis-warehouse.com/Tecnifibre_TF-X1_275/descpageRCTFUSA-TFX175.html,105 in / 677.42 cm,27in / 68.58cm,10.2oz / 289g,13.38in / 33.99cm / 1 pts HL,310.0,69,25mm / 25.5mm / 24.5mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Tecnifibre WaxGripFeel,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",49-55 pounds,229.0,5.0
Tecnifibre TF-X1 285,Spin Racquets,https://www.tennis-warehouse.com/Tecnifibre_TF-X1_285/descpageRCTFUSA-TFX185.html,100 in / 645.16 cm,27in / 68.58cm,10.5oz / 298g,13.25in / 33.66cm / 2 pts HL,316.0,71,24mm / 24mm / 24mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Tecnifibre WaxGripFeel,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",49-55 pounds,229.0,5.0
Tecnifibre TF-X1 300,Spin Racquets,https://www.tennis-warehouse.com/Tecnifibre_TF-X1_300/descpageRCTFUSA-TFX130.html,100 in / 645.16 cm,27in / 68.58cm,11.1oz / 315g,13in / 33.02cm / 4 pts HL,323.0,71,24mm / 24mm / 24mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Tecnifibre WaxGripFeel,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",49-55 pounds,229.0,4.0
Babolat Pure Drive 107,Power Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Drive_107/descpageRCBAB-BRPD17.html,107 in / 690.32 cm,27.2in / 69.09cm,10.6oz / 301g,12.99in / 32.99cm / 5 pts HL,309.0,69,23mm / 26mm / 23mm,Graphite,Medium,Medium,Medium,Blue,Babolat Syntec Pro,"16 Mains / 19 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-59 pounds,229.0,5.0
Babolat Pure Drive 110,Power Racquets,https://www.tennis-warehouse.com/Babolat_Pure_Drive_110/descpageRCBAB-BRPD11.html,110 in / 709.68 cm,27.6in / 70.1cm,9.5oz / 269g,13.37in / 33.96cm / 3 pts HL,298.0,70,24mm / 26.5mm / 23.5mm,Graphite,Medium-High,Compact-Medium,Slow-Moderate,Blue,Babolat Syntec Lite,"16 Mains / 19 CrossesMains skip: 7T,9T,8HTwo PiecesNo Shared Holes",50-59 pounds,229.0,5.0
Babolat EVO Drive 115 Wimbledon,Power Racquets,https://www.tennis-warehouse.com/Babolat_EVO_Drive_115_Wimbledon/descpageRCBAB-BBEDWIM.html,115 in / 741.93 cm,27.6in / 70.1cm,9oz / 255g,13.75in / 34.93cm / 0 pts EB,313.0,67,25mm / 28mm / 24mm,Graphite,Medium,Medium,Medium,Wimbledon Cosmetic!,Babolat Syntec Evo,"16 Mains / 17 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-55 pounds,179.0,5.0
Babolat EVO Drive 115,Power Racquets,https://www.tennis-warehouse.com/Babolat_EVO_Drive_115/descpageRCBAB-BEVODO.html,115 in / 741.93 cm,27.6in / 70.1cm,9oz / 255g,13.75in / 34.93cm / 0 pts EB,313.0,67,25mm / 28mm / 24mm,Graphite,Medium,Medium,Medium,Blue,Babolat Syntec Evo,"16 Mains / 17 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-55 pounds,179.0,5.0
Wilson Hyper Hammer 5.3 Stretch OS,Power Racquets,https://www.tennis-warehouse.com/Wilson_Hyper_Hammer_53_Stretch_OS/descpageRCWILSON-53OS.html,110 in² / 709.68 cm²,27.5in / 69.85cm,9oz / 255g,14.8in / 37.59cm / 8 pts HH,301.0,70,28mm / 25mm / 25mm,15% Hyper Carbon / 85% Graphite,Medium,Medium,Medium,Black & White w/ Gold highlights,Cushion Aire Conform Grip,"16 Mains / 20 CrossesMains skip: 7T,9T,7H,9HOne PieceNo Shared Holes",55-65 pounds,119.0,4.5
Wilson Ultra 108 v4,Power Racquets,https://www.tennis-warehouse.com/Wilson_Ultra_108_v4/descpageRCWILSON-WU18V4.html,108 in / 696.77 cm,27.25in / 69.22cm,10oz / 283g,13.5in / 34.29cm / 1 pts HL,311.0,70,26mm / 27.5mm / 25.5mm,Carbon Fiber Graphite,Medium-High,Compact-Medium,Slow-Moderate,Black/Blue/Silver,Wilson Pro Performance,"16 Mains / 18 CrossesMains skip: 7T,9T,7H,9HTwo PiecesNo Shared Holes",50-60 pounds,249.0,5.0
